X,Y,annualmean,annualvariance,annualstddev,directionannualmean,objectid
-9591286.02,2900330.1826,0.58373702,0.13620204,0.3690556,132.66596117,151717
-9591286.02,2910175.6984,0.57969141,0.1356777,0.36834455,133.23337194,151718
-9591286.02,2920027.7087,0.57708728,0.13493922,0.36734074,133.44664522,151719
-9591286.02,2929886.2411,0.57618678,0.13296723,0.36464673,133.67379709,151720
-9591286.02,2939751.3237,0.57697856,0.13116953,0.36217335,133.6759186,151721
-9591286.02,2949622.9843,0.57996589,0.13106689,0.36203161,133.26492287,151722
-9591286.02,2959501.251,0.58372122,0.13164309,0.36282653,132.68410506,151723
-9591286.02,2969386.1521,0.5890944,0.13130954,0.36236659,132.17944548,151724
-9591286.0201,2979277.7157,0.5952391,0.13128108,0.36232731,131.87822816,151725
-9591286.02,2989175.97,0.60231251,0.1326144,0.36416259,131.45620767,151726
-9591286.02,2999080.9435,0.60978037,0.13535202,0.36790219,130.84295271,151727
-9591286.02,3008992.6645,0.617746,0.13865688,0.37236661,130.13128498,151728
-9591286.02,3018911.1619,0.62669235,0.14170325,0.37643492,129.3154048,151729
-9591286.0199,3028836.4638,0.63358599,0.14467099,0.3803564,128.28618783,151730
-9591286.02,3038768.5994,0.637757,0.14942977,0.38656145,127.09021034,151731
-9591286.02,3048707.5972,0.63939917,0.15682563,0.39601216,125.81306306,151732
-9591286.02,3058653.4864,0.63895422,0.16672572,0.40832061,124.55318668,151733
-9591286.02,3068606.2957,0.63770819,0.17657951,0.42021364,123.26727776,151734
-9591286.02,3078566.0544,0.6331504,0.18499529,0.43011078,121.94944674,151735
-9591286.0201,3088532.7915,0.62259436,0.19022158,0.43614399,120.64695321,151736
-9591286.02,3098506.5361,0.60685587,0.18983299,0.43569827,119.38960988,151737
-9591286.02,3108487.3178,0.58430219,0.18091047,0.42533571,118.3338436,151738
-9591286.02,3118475.1659,0.55382061,0.16555771,0.40688783,117.5894397,151739
-9591286.02,3128470.11,0.51812947,0.14817992,0.38494146,117.10746506,151740
-9591286.02,3138472.1796,0.48029715,0.13015267,0.3607668,116.79261847,151741
-9591286.02,3148481.4044,0.44308525,0.11288042,0.33597681,116.38596887,151742
-9591286.02,3158497.8142,0.40802982,0.09619452,0.31015241,115.85199409,151743
-9591286.02,3168521.439,0.37751424,0.0814466,0.2853885,115.10587991,151744
-9591286.02,3178552.3086,0.35269493,0.06881279,0.26232192,114.09501514,151745
-9591286.02,3188590.453,0.33298144,0.05782883,0.24047625,113.0546861,151746
-9591286.02,3198635.9028,0.31563061,0.0481534,0.21943884,112.42129832,151747
-9591286.0199,3208688.6878,0.30297542,0.04171669,0.20424666,111.6745178,151748
-9591286.02,3218748.8384,0.29427996,0.03748594,0.19361287,111.18821695,151749
-9591286.02,3228816.3852,0.28768262,0.03417442,0.18486324,112.03454972,151750
-9591286.0201,3238891.3588,0.28186604,0.03104241,0.17618857,114.86699856,151751
-9591286.02,3248973.7896,0.27621302,0.02841069,0.16855471,120.73246533,151752
-9591286.02,3259063.7084,0.27003515,0.02683393,0.16381066,129.3508975,151753
-9591286.02,3269161.1461,0.26322538,0.02567109,0.16022199,136.18157664,151754
-9591286.02,3279266.1338,0.25667945,0.02421597,0.15561482,137.33182122,151755
-9591286.02,3289378.7022,0.25037995,0.02254013,0.1501337,135.08261717,151756
-9591286.02,3299498.8825,0.24347778,0.02110639,0.14528039,134.65635838,151757
-9591286.02,3309626.7061,0.23752511,0.01977133,0.14061055,137.35261606,151758
-9591286.02,3319762.2041,0.23218992,0.01885448,0.13731162,139.91846343,151759
-9591286.02,3329905.408,0.22736809,0.01819243,0.13487931,142.29192697,151760
-9591286.0201,3340056.3496,0.22365622,0.01764853,0.13284776,145.21539157,151761
-9591286.02,3350215.0601,0.22087377,0.01716497,0.13101514,147.60077322,151762
-9591286.02,3360381.5715,0.21907775,0.01689542,0.12998238,150.75310826,151763
-9591286.02,3370555.9156,0.21747395,0.01662394,0.12893385,156.43198391,151764
-9591286.02,3380738.1244,0.2155856,0.01617359,0.12717545,162.60342183,151765
-9591286.02,3390928.2297,0.213219,0.01583945,0.12585488,166.36420897,151766
-9591286.02,3401126.2641,0.21057564,0.01555729,0.12472885,168.05120103,151767
-9591286.02,3411332.2595,0.20721667,0.01514819,0.12307797,170.63192749,151768
-9591286.02,3421546.2483,0.20104745,0.01441265,0.1200527,174.81091311,151769
-9591286.0201,3431768.263,0.19362746,0.01377365,0.11736121,178.7926661,151770
-9591286.02,3441998.3363,0.18595693,0.01329064,0.11528504,181.83595241,151771
-9591286.02,3452236.5008,0.17683871,0.01281881,0.11322016,184.34847874,151772
-9591286.02,3462482.7894,0.1763967,0.01331327,0.11538316,184.22223417,151773
-9591286.02,3472737.2348,0.18159209,0.0147763,0.12155782,182.91812963,151774
-9591286.02,3482999.8703,0.18073677,0.01524946,0.12348869,182.21138959,151775
-9591286.0199,3493270.7287,0.18090789,0.01492523,0.12216888,194.17042723,151776
-9591286.02,3503549.8435,0.1807635,0.0149325,0.12219862,202.86165026,151777
-9591286.02,3513837.248,0.17991093,0.01453472,0.12056002,202.31511066,151778
-9591286.02,3524132.9757,0.1807773,0.01362381,0.11672106,200.71163053,151779
-9591286.02,3534437.06,0.16080774,0.01095448,0.10466366,192.80984294,151780
-9591286.02,3544749.5348,0.06950065,0.00180503,0.04248567,137.85210276,151781
-9582380.4597,2870832.3247,0.59727585,0.13950735,0.37350684,132.25502568,151782
-9582380.4597,2880658.5233,0.59968525,0.13971925,0.37379038,135.68028653,151783
-9582380.4597,2890491.1335,0.60020542,0.13891473,0.37271267,137.16601858,151784
-9582380.4597,2900330.1826,0.59947163,0.13839653,0.37201685,137.57169775,151785
-9582380.4597,2910175.6985,0.59812617,0.138697,0.37242046,137.34963818,151786
-9582380.4597,2920027.7088,0.59781641,0.13849613,0.37215069,136.88170912,151787
-9582380.4597,2929886.241,0.59817028,0.13701624,0.37015703,136.70093194,151788
-9582380.4597,2939751.3237,0.59899896,0.13537401,0.36793208,136.55470963,151789
-9582380.4597,2949622.9843,0.60160679,0.13444725,0.36667049,135.99803361,151790
-9582380.4597,2959501.2511,0.60461575,0.13425812,0.36641249,135.26514229,151791
-9582380.4597,2969386.1521,0.60839772,0.13362134,0.36554253,134.65651534,151792
-9582380.4597,2979277.7157,0.61227238,0.13362664,0.36554977,134.26342607,151793
-9582380.4596,2989175.9701,0.61670774,0.13531676,0.36785427,133.78143465,151794
-9582380.4597,2999080.9434,0.62127715,0.13851622,0.37217766,133.12740652,151795
-9582380.4597,3008992.6646,0.62650031,0.14156887,0.37625638,132.36061107,151796
-9582380.4597,3018911.1618,0.63250875,0.1448243,0.38055786,131.4380088,151797
-9582380.4597,3028836.4638,0.6367079,0.14822862,0.3850047,130.36853832,151798
-9582380.4597,3038768.5994,0.6386674,0.15290079,0.3910253,129.14719578,151799
-9582380.4597,3048707.5973,0.63802236,0.15982711,0.39978382,127.78645685,151800
-9582380.4597,3058653.4864,0.63517648,0.16906697,0.41117755,126.43920297,151801
-9582380.4597,3068606.2959,0.63157821,0.17797565,0.4218716,125.12991271,151802
-9582380.4597,3078566.0544,0.62437874,0.18477732,0.42985731,123.86177793,151803
-9582380.4597,3088532.7915,0.61139238,0.18789485,0.4334684,122.62103507,151804
-9582380.4597,3098506.5361,0.59351736,0.18503886,0.43016145,121.44225714,151805
-9582380.4597,3108487.3178,0.56905836,0.17429182,0.4174827,120.54729634,151806
-9582380.4597,3118475.1659,0.5373013,0.15844744,0.39805457,120.00978286,151807
-9582380.4597,3128470.11,0.50138503,0.14098987,0.37548617,119.73796093,151808
-9582380.4598,3138472.1796,0.46371555,0.12351823,0.35145161,119.56830502,151809
-9582380.4597,3148481.4044,0.4273327,0.10629524,0.32602951,119.24476545,151810
-9582380.4596,3158497.8142,0.39371234,0.08967422,0.29945654,118.77352672,151811
-9582380.4597,3168521.439,0.3652463,0.07552905,0.27482548,118.13796282,151812
-9582380.4597,3178552.3086,0.34266087,0.06376372,0.25251481,117.42605534,151813
-9582380.4597,3188590.4531,0.32460433,0.05375835,0.23185846,116.94413375,151814
-9582380.4597,3198635.9028,0.30906034,0.04494964,0.21201329,117.15049513,151815
-9582380.4597,3208688.6878,0.29757851,0.03923815,0.19808622,117.28322417,151816
-9582380.4597,3218748.8385,0.28932294,0.03528608,0.1878459,117.76897082,151817
-9582380.4597,3228816.3853,0.28260064,0.03211078,0.17919481,119.67875003,151818
-9582380.4597,3238891.3589,0.27642164,0.02912962,0.17067403,123.83237107,151819
-9582380.4597,3248973.7896,0.27064767,0.02698874,0.16428249,130.66537218,151820
-9582380.4597,3259063.7085,0.26454502,0.02570906,0.16034046,139.33579192,151821
-9582380.4596,3269161.1462,0.25757733,0.02452043,0.15659,144.3632774,151822
-9582380.4597,3279266.1338,0.25126606,0.02280158,0.15100192,142.48013961,151823
-9582380.4597,3289378.7022,0.24500224,0.02121709,0.14566088,138.8833787,151824
-9582380.4597,3299498.8825,0.23819973,0.02000797,0.14144954,138.54818799,151825
-9582380.4597,3309626.7061,0.23274302,0.0189201,0.13755037,141.57749299,151826
-9582380.4596,3319762.2041,0.22853169,0.01805568,0.13437144,144.22476754,151827
-9582380.4597,3329905.4081,0.22498968,0.01752353,0.13237646,146.42020428,151828
-9582380.4597,3340056.3496,0.22209142,0.01722611,0.13124827,148.34940515,151829
-9582380.4597,3350215.0601,0.21946993,0.01689666,0.12998715,149.91740884,151830
-9582380.4597,3360381.5715,0.2173232,0.01667219,0.12912083,152.60531507,151831
-9582380.4597,3370555.9156,0.21543576,0.01632425,0.1277664,157.84226507,151832
-9582380.4597,3380738.1244,0.21409652,0.01589552,0.12607744,163.3316158,151833
-9582380.4597,3390928.2298,0.21297382,0.01569224,0.12526868,166.02662018,151834
-9582380.4597,3401126.2641,0.21148811,0.0156858,0.12524295,167.45983349,151835
-9582380.4597,3411332.2594,0.20837016,0.0154999,0.1244986,171.56884906,151836
-9582380.4597,3421546.2483,0.20012097,0.01482234,0.12174704,175.88074443,151837
-9582380.4597,3431768.2631,0.18970232,0.0140547,0.11855254,180.33755882,151838
-9582380.4597,3441998.3363,0.17690204,0.01313874,0.11462437,183.98684453,151839
-9582380.4596,3452236.5008,0.16741745,0.01265573,0.11249767,186.35968105,151840
-9582380.4597,3462482.7894,0.17295302,0.01377439,0.11736436,185.86066695,151841
-9582380.4597,3472737.2348,0.17751926,0.01474638,0.12143469,186.06995513,151842
-9582380.4597,3482999.8703,0.17700033,0.01489458,0.12204335,190.74586688,151843
-9582380.4597,3493270.7288,0.17972359,0.01475482,0.12146944,206.52502695,151844
-9582380.4596,3503549.8435,0.17806305,0.0147927,0.12162526,206.93347728,151845
-9582380.4597,3513837.248,0.17365165,0.01402535,0.11842869,207.30077634,151846
-9582380.4597,3524132.9756,0.156123,0.01257165,0.11212338,213.30664575,151847
-9582380.4597,3534437.06,0.09828862,0.00648763,0.08054585,163.75859145,151848
-9573474.8994,2870832.3247,0.60608768,0.1405929,0.3749572,138.43445565,151849
-9573474.8994,2880658.5233,0.61097145,0.14109039,0.37562001,140.08259403,151850
-9573474.8994,2890491.1334,0.61421305,0.14039692,0.37469578,140.91671896,151851
-9573474.8994,2900330.1826,0.61618143,0.1399124,0.37404865,141.04223675,151852
-9573474.8994,2910175.6984,0.61700487,0.14080819,0.37524417,140.54135773,151853
-9573474.8994,2920027.7087,0.61836517,0.14091218,0.37538269,139.79772149,151854
-9573474.8994,2929886.2411,0.61993968,0.13950342,0.37350157,139.35512138,151855
-9573474.8994,2939751.3237,0.62106663,0.13799739,0.37147999,138.97543172,151856
-9573474.8994,2949622.9843,0.62305719,0.13651493,0.36947927,138.26789403,151857
-9573474.8994,2959501.2511,0.62521142,0.1354908,0.36809075,137.48324842,151858
-9573474.8994,2969386.1521,0.62729722,0.13470006,0.36701506,136.87570905,151859
-9573474.8994,2979277.7157,0.6288408,0.13538381,0.3679454,136.44208472,151860
-9573474.8994,2989175.97,0.63027871,0.13798305,0.37146071,135.9282623,151861
-9573474.8994,2999080.9434,0.63190037,0.14166477,0.37638381,135.25573176,151862
-9573474.8994,3008992.6645,0.63422567,0.14535704,0.38125718,134.45560447,151863
-9573474.8994,3018911.1618,0.63712645,0.14915875,0.38621074,133.46097078,151864
-9573474.8994,3028836.4638,0.63851672,0.1525389,0.3905623,132.38306747,151865
-9573474.8994,3038768.5994,0.63847899,0.15691274,0.39612213,131.18188029,151866
-9573474.8994,3048707.5973,0.63603097,0.16358718,0.40445912,129.84009873,151867
-9573474.8994,3058653.4864,0.63140804,0.17184359,0.4145402,128.49484461,151868
-9573474.8995,3068606.2958,0.62514901,0.1793606,0.42350987,127.20492298,151869
-9573474.8994,3078566.0543,0.61472881,0.18426195,0.42925745,125.98360918,151870
-9573474.8994,3088532.7915,0.5992502,0.18477446,0.42985401,124.79186048,151871
-9573474.8994,3098506.5361,0.57939476,0.17951244,0.4236891,123.68913499,151872
-9573474.8994,3108487.3178,0.55291349,0.16765669,0.40945902,122.9202128,151873
-9573474.8994,3118475.1659,0.51987517,0.15102851,0.38862386,122.52853326,151874
-9573474.8994,3128470.11,0.4836179,0.13289878,0.36455286,122.40206586,151875
-9573474.8994,3138472.1796,0.44653681,0.11559178,0.3399879,122.32196865,151876
-9573474.8994,3148481.4044,0.41140348,0.09871623,0.3141914,122.10894958,151877
-9573474.8994,3158497.8142,0.379637,0.0829466,0.28800452,121.79252054,151878
-9573474.8994,3168521.439,0.3535828,0.06971118,0.26402876,121.40262474,151879
-9573474.8994,3178552.3086,0.33318365,0.05892895,0.24275286,121.01904785,151880
-9573474.8994,3188590.4531,0.3168174,0.04970449,0.22294505,121.14016943,151881
-9573474.8994,3198635.9028,0.30281517,0.04183207,0.20452891,122.16085606,151882
-9573474.8994,3208688.6878,0.29216596,0.03663258,0.1913964,123.01489131,151883
-9573474.8994,3218748.8385,0.28407496,0.03285547,0.18126076,124.31874845,151884
-9573474.8993,3228816.3853,0.27685747,0.02985303,0.17278029,127.21527484,151885
-9573474.8994,3238891.3587,0.27027911,0.02726887,0.1651329,132.27112277,151886
-9573474.8994,3248973.7897,0.26455334,0.02559715,0.15999109,139.15568405,151887
-9573474.8994,3259063.7085,0.25894806,0.02450421,0.15653822,147.55074104,151888
-9573474.8994,3269161.1462,0.25242531,0.02316112,0.15218778,150.79373315,151889
-9573474.8994,3279266.1338,0.24638855,0.02133626,0.14606938,146.87267652,151890
-9573474.8994,3289378.7021,0.24006595,0.01991693,0.14112735,143.03566068,151891
-9573474.8994,3299498.8826,0.23374218,0.0189934,0.13781655,143.02930872,151892
-9573474.8993,3309626.7062,0.22919916,0.01802558,0.13425937,146.10619974,151893
-9573474.8994,3319762.2042,0.22563462,0.01723995,0.13130099,149.02989912,151894
-9573474.8994,3329905.408,0.22292265,0.01680343,0.12962803,150.79546738,151895
-9573474.8994,3340056.3496,0.22043535,0.01661158,0.12888592,151.13936737,151896
-9573474.8994,3350215.0601,0.21731082,0.01637834,0.12797791,151.65377448,151897
-9573474.8994,3360381.5715,0.21484672,0.01608429,0.12682384,153.77146327,151898
-9573474.8994,3370555.9155,0.21321224,0.01581757,0.12576793,158.23619888,151899
-9573474.8994,3380738.1243,0.21274528,0.01579919,0.12569483,162.43434102,151900
-9573474.8994,3390928.2298,0.21286827,0.01589472,0.12607425,164.28238792,151901
-9573474.8994,3401126.2641,0.21185301,0.01601767,0.12656094,167.02162523,151902
-9573474.8994,3411332.2594,0.20681863,0.01577564,0.12560113,172.8238874,151903
-9573474.8994,3421546.2483,0.19511558,0.01489322,0.12203778,178.11814115,151904
-9573474.8994,3431768.263,0.18065013,0.01357681,0.11651959,186.23122414,151905
-9573474.8994,3441998.3363,0.17302969,0.01303763,0.11418242,191.07314881,151906
-9573474.8994,3452236.5009,0.170692,0.0134842,0.11612151,191.28401769,151907
-9573474.8995,3462482.7894,0.16848187,0.01355941,0.11644488,189.7299458,151908
-9573474.8994,3472737.2348,0.16954429,0.01423032,0.11929092,197.98391006,151909
-9573474.8994,3482999.8703,0.17063466,0.01423661,0.11931726,206.61337917,151910
-9573474.8994,3493270.7287,0.17554767,0.01436221,0.11984243,213.47108412,151911
-9573474.8994,3503549.8435,0.17731625,0.01446844,0.12028481,208.36182815,151912
-9573474.8994,3513837.248,0.17373939,0.01392123,0.11798827,205.22783095,151913
-9573474.8994,3524132.9757,0.15300025,0.01269989,0.1126938,199.45925176,151914
-9573474.8994,3534437.06,0.05798113,0.00195429,0.04420738,158.20328261,151915
-9564569.3392,2861012.5101,0.60668612,0.13814092,0.37167314,140.07746747,151916
-9564569.3392,2870832.3247,0.61623085,0.14035058,0.37463394,142.13898824,151917
-9564569.3392,2880658.5232,0.62308586,0.14119121,0.37575421,143.12260768,151918
-9564569.3392,2890491.1335,0.62839198,0.14092502,0.37539983,143.61102859,151919
-9564569.3392,2900330.1826,0.63232106,0.14085749,0.37530985,143.63233605,151920
-9564569.3392,2910175.6984,0.63488722,0.14215225,0.37703082,143.1286239,151921
-9564569.3392,2920027.7087,0.63755631,0.14228788,0.37721065,142.37956026,151922
-9564569.3392,2929886.2411,0.64023471,0.14102182,0.37552872,141.79185315,151923
-9564569.3392,2939751.3237,0.64222729,0.14006406,0.37425134,141.13394901,151924
-9564569.3392,2949622.9843,0.64404595,0.13898668,0.37280917,140.31639772,151925
-9564569.3392,2959501.2511,0.64520341,0.1380817,0.37159345,139.55161976,151926
-9564569.3392,2969386.1521,0.64528191,0.13779029,0.37120116,138.98535308,151927
-9564569.3392,2979277.7156,0.64432585,0.13920206,0.37309793,138.52657168,151928
-9564569.3392,2989175.97,0.64294529,0.14235571,0.37730056,137.99953494,151929
-9564569.3392,2999080.9434,0.64200038,0.146272,0.38245523,137.31957387,151930
-9564569.3392,3008992.6645,0.64173502,0.15059713,0.38806847,136.51898018,151931
-9564569.3392,3018911.1618,0.64164138,0.15522194,0.39398214,135.53717803,151932
-9564569.3392,3028836.4638,0.64022154,0.15853706,0.39816713,134.44419242,151933
-9564569.3391,3038768.5994,0.63761073,0.16233259,0.4029052,133.26110925,151934
-9564569.3392,3048707.5973,0.63287824,0.16820878,0.41013265,131.95111738,151935
-9564569.3392,3058653.4863,0.62614024,0.17482814,0.41812456,130.62052727,151936
-9564569.3393,3068606.2958,0.61692798,0.18037263,0.42470297,129.3457864,151937
-9564569.3392,3078566.0545,0.60305744,0.18299845,0.42778319,128.13090625,151938
-9564569.3392,3088532.7915,0.58476365,0.18074983,0.42514685,126.93762861,151939
-9564569.3392,3098506.5361,0.56246215,0.17316419,0.41613001,125.86305823,151940
-9564569.3392,3108487.3178,0.53417122,0.16005158,0.40006447,125.18911514,151941
-9564569.3392,3118475.1659,0.50060731,0.14233673,0.37727541,124.96168289,151942
-9564569.3392,3128470.11,0.4647485,0.12384973,0.3519229,125.03343364,151943
-9564569.3392,3138472.1796,0.42865232,0.10707319,0.32722041,125.13649676,151944
-9564569.3392,3148481.4044,0.39518324,0.09097858,0.30162656,125.16468806,151945
-9564569.3392,3158497.8142,0.36585447,0.07646781,0.27652815,125.15982873,151946
-9564569.3392,3168521.439,0.34253085,0.06431631,0.25360662,125.1757052,151947
-9564569.3392,3178552.3086,0.32455647,0.05433372,0.23309596,125.18714495,151948
-9564569.3392,3188590.4531,0.3097401,0.04592663,0.214305,125.8382254,151949
-9564569.3391,3198635.9028,0.29674816,0.03895644,0.19737387,127.54369393,151950
-9564569.3392,3208688.6878,0.28670642,0.03408598,0.1846239,129.19857349,151951
-9564569.3392,3218748.8385,0.27867657,0.03033348,0.1741651,131.49503814,151952
-9564569.3392,3228816.3853,0.27099398,0.02748714,0.16579245,135.27912177,151953
-9564569.3392,3238891.3588,0.264182,0.02552614,0.15976901,140.51285815,151954
-9564569.3392,3248973.7895,0.25868523,0.0242798,0.15581976,146.95063839,151955
-9564569.3391,3259063.7085,0.25394422,0.02317423,0.15223086,154.78228278,151956
-9564569.3392,3269161.1462,0.24830514,0.0217937,0.14762689,155.74407922,151957
-9564569.3392,3279266.1338,0.24237739,0.02019049,0.14209326,150.06070929,151958
-9564569.3392,3289378.7022,0.23592971,0.01906486,0.13807556,147.06314143,151959
-9564569.3392,3299498.8825,0.23036325,0.01819463,0.13488747,148.15064879,151960
-9564569.3392,3309626.7061,0.22672799,0.0171705,0.13103625,151.58076014,151961
-9564569.3392,3319762.2041,0.2234202,0.01649235,0.12842254,154.65052149,151962
-9564569.3392,3329905.408,0.22085099,0.01617827,0.12719381,155.47259807,151963
-9564569.3392,3340056.3497,0.21803239,0.01606093,0.12673171,153.95672814,151964
-9564569.3392,3350215.06,0.21424092,0.01582117,0.12578224,153.20800779,151965
-9564569.3392,3360381.5715,0.21138924,0.01558263,0.12483042,154.48644811,151966
-9564569.3392,3370555.9156,0.2101921,0.01554999,0.12469961,157.74502521,151967
-9564569.3392,3380738.1244,0.21023965,0.01578261,0.12562887,160.12930359,151968
-9564569.3392,3390928.2299,0.20981199,0.0159872,0.1264405,161.76129784,151969
-9564569.3392,3401126.2641,0.20668186,0.01587493,0.12599576,166.60502903,151970
-9564569.3392,3411332.2593,0.19801418,0.01536125,0.12394049,173.12319417,151971
-9564569.3392,3421546.2483,0.1832546,0.01416054,0.11899807,183.5569503,151972
-9564569.3392,3431768.263,0.17650478,0.01403105,0.11845275,196.77397114,151973
-9564569.3392,3441998.3364,0.1731137,0.01400339,0.1183359,202.53076868,151974
-9564569.3392,3452236.5008,0.16969605,0.0142466,0.11935912,201.21715251,151975
-9564569.3392,3462482.7893,0.16689903,0.01414874,0.11894847,200.2773734,151976
-9564569.3391,3472737.2348,0.16463491,0.01433722,0.11973815,204.90232035,151977
-9564569.3392,3482999.8702,0.16690108,0.0137796,0.11738654,211.41908524,151978
-9564569.3392,3493270.7288,0.17086923,0.01365427,0.11685147,216.1648708,151979
-9564569.3392,3503549.8434,0.16987836,0.01373796,0.11720904,218.9965934,151980
-9564569.3392,3513837.2479,0.15290388,0.0124545,0.11159974,218.26463764,151981
-9564569.3392,3524132.9756,0.10450251,0.00712371,0.08440207,193.75434129,151982
-9555663.779,2861012.5101,0.61679339,0.13755435,0.3708832,142.96652376,151983
-9555663.779,2870832.3246,0.62727433,0.13962206,0.37366036,144.6005102,151984
-9555663.779,2880658.5233,0.63546664,0.14082003,0.37525994,145.34794999,151985
-9555663.7789,2890491.1335,0.64236331,0.14062932,0.37500575,145.68345197,151986
-9555663.7789,2900330.1826,0.6476931,0.14053208,0.37487608,145.67019538,151987
-9555663.7789,2910175.6985,0.65178686,0.14183232,0.37660632,145.28183137,151988
-9555663.779,2920027.7086,0.65558672,0.14251158,0.37750706,144.66669809,151989
-9555663.779,2929886.2411,0.65946054,0.14229709,0.37722287,144.01274346,151990
-9555663.779,2939751.3237,0.66245812,0.14269903,0.37775525,143.17046185,151991
-9555663.779,2949622.9843,0.6642105,0.14321083,0.37843207,142.32621214,151992
-9555663.779,2959501.251,0.66416842,0.14350995,0.37882707,141.63517161,151993
-9555663.779,2969386.1522,0.66230065,0.14421248,0.3797532,141.1200675,151994
-9555663.779,2979277.7157,0.65877187,0.14645302,0.3826918,140.67070549,151995
-9555663.779,2989175.97,0.6549648,0.14962158,0.38680947,140.14816785,151996
-9555663.7789,2999080.9434,0.65182155,0.15330386,0.39154038,139.45857598,151997
-9555663.779,3008992.6645,0.64891922,0.15783641,0.3972863,138.64198317,151998
-9555663.779,3018911.1618,0.64577192,0.162705,0.40336707,137.66270502,151999
-9555663.779,3028836.4637,0.6412636,0.16581863,0.40720835,136.52215172,152000
-9555663.7791,3038768.5994,0.6352554,0.16895592,0.41104248,135.32013757,152001
-9555663.779,3048707.5973,0.62742966,0.17326292,0.41624862,134.00386769,152002
-9555663.779,3058653.4865,0.61773151,0.17754987,0.42136666,132.67906929,152003
-9555663.779,3068606.2958,0.60535687,0.18029442,0.42461091,131.41413531,152004
-9555663.779,3078566.0544,0.58848816,0.17986163,0.42410097,130.22390262,152005
-9555663.779,3088532.7915,0.56761771,0.1749166,0.41823032,129.07487292,152006
-9555663.7791,3098506.5361,0.54327381,0.16513029,0.40636227,128.0539167,152007
-9555663.779,3108487.3178,0.51396877,0.15056872,0.38803187,127.4457298,152008
-9555663.779,3118475.1659,0.48014009,0.13240685,0.36387751,127.35895104,152009
-9555663.779,3128470.11,0.44452724,0.11463326,0.33857533,127.63920046,152010
-9555663.779,3138472.1796,0.41011333,0.09841956,0.31371891,128.01725012,152011
-9555663.779,3148481.4044,0.37909204,0.08319372,0.28843322,128.42040357,152012
-9555663.779,3158497.8142,0.35277355,0.06990246,0.26439074,128.80884817,152013
-9555663.779,3168521.439,0.33243102,0.0587964,0.24247968,129.24146546,152014
-9555663.779,3178552.3086,0.31659052,0.04980843,0.22317801,129.65369644,152015
-9555663.779,3188590.4531,0.30317721,0.04250277,0.20616199,130.71712393,152016
-9555663.7791,3198635.9028,0.29141453,0.03621889,0.19031261,132.87942233,152017
-9555663.779,3208688.6878,0.28133938,0.0318277,0.1784032,135.57070092,152018
-9555663.779,3218748.8385,0.27271169,0.02824611,0.1680658,139.42058647,152019
-9555663.779,3228816.3853,0.26497617,0.02564449,0.16013896,144.28182341,152020
-9555663.779,3238891.3588,0.25858942,0.02409957,0.15524037,149.45194061,152021
-9555663.779,3248973.7896,0.25351256,0.02307697,0.15191106,155.64877592,152022
-9555663.779,3259063.7085,0.24916655,0.02202874,0.14842084,161.67788581,152023
-9555663.779,3269161.1462,0.24394962,0.02076867,0.14411341,159.07746,152024
-9555663.779,3279266.1339,0.23835339,0.01939834,0.13927794,152.5495268,152025
-9555663.779,3289378.7022,0.23233835,0.01842654,0.13574439,150.73076588,152026
-9555663.7789,3299498.8825,0.22719099,0.0175694,0.13254963,152.74776133,152027
-9555663.779,3309626.7061,0.22371,0.01660191,0.12884837,156.40038673,152028
-9555663.779,3319762.2041,0.2205513,0.01609254,0.12685636,158.94481046,152029
-9555663.779,3329905.408,0.21811034,0.01589886,0.12609069,158.87370365,152030
-9555663.779,3340056.3496,0.21534598,0.01571408,0.12535581,156.45331264,152031
-9555663.779,3350215.0601,0.21139157,0.01540213,0.12410532,154.93613708,152032
-9555663.779,3360381.5714,0.20836018,0.01517839,0.12320063,155.21659512,152033
-9555663.779,3370555.9156,0.20659801,0.0153009,0.12369682,156.45934217,152034
-9555663.779,3380738.1244,0.20527031,0.01549557,0.12448119,157.02587846,152035
-9555663.779,3390928.2298,0.20233601,0.01543429,0.12423484,159.28910399,152036
-9555663.779,3401126.2641,0.19662024,0.01501403,0.12253173,165.012213,152037
-9555663.779,3411332.2594,0.18739974,0.01429332,0.11955469,173.21372334,152038
-9555663.779,3421546.2483,0.17373286,0.01322848,0.11501511,194.08656404,152039
-9555663.779,3431768.2629,0.17432922,0.01445028,0.12020931,208.19318228,152040
-9555663.779,3441998.3363,0.17380494,0.01511522,0.12294395,210.20952613,152041
-9555663.779,3452236.5008,0.17218906,0.01534707,0.1238833,205.69185352,152042
-9555663.779,3462482.7894,0.17042771,0.01466882,0.12111489,205.70249839,152043
-9555663.779,3472737.2347,0.16742903,0.01399093,0.11828324,205.60318599,152044
-9555663.7789,3482999.8703,0.16758454,0.01337132,0.11563443,214.68491774,152045
-9555663.779,3493270.7287,0.16947275,0.01341357,0.11581695,219.63823465,152046
-9555663.779,3503549.8435,0.16989633,0.01412445,0.11884635,218.89374189,152047
-9555663.779,3513837.248,0.14778769,0.01198567,0.1094791,203.70923758,152048
-9555663.7789,3524132.9757,0.06415463,0.00237885,0.0487735,170.61761418,152049
-9546758.2188,2851199.0522,0.61644834,0.13447788,0.36671227,141.94923499,152050
-9546758.2188,2861012.5102,0.62797862,0.13633558,0.3692365,144.6976458,152051
-9546758.2187,2870832.3247,0.63903552,0.13849342,0.37214705,146.2601675,152052
